complaint_id,establishment_id,department_id,description,category,priority,status,created_at
80897c1e-976b-43e3-929d-5e0dc18656f1,cfed7bd0-7fcb-453d-8818-0d27193723dd,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Hygiene,Low,Pending,2026-07-12T13:03:34.397090
ba17c959-c4f5-4408-93a1-976a78228f9a,1c4e983e-955e-430d-91c2-88f3bed1f4dc,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Environmental,Low,Pending,2026-07-12T13:03:34.397097
370682e9-1e77-40f6-ab81-1700027eeba7,b3fec7ab-2fbc-486d-aa18-2f152dc3c2fc,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Pollution complaint,Hygiene,Low,Resolved,2026-07-12T13:03:34.397103
3ce24637-66cf-43c0-bc01-e4b895c54dc9,7a7cab84-8de6-447e-abaf-5cab1f8bf6e1,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Environmental,High,Resolved,2026-07-12T13:03:34.397109
a82ee2a0-55ff-4e66-a234-e2b6cb95bf8b,2c06124d-cc5d-459c-bc81-ee5f4f83159f,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Environmental,Medium,Pending,2026-07-12T13:03:34.397115
a1f22c3a-babd-4733-aaee-8b888beb8bf5,36c671cd-64bd-4c71-98b5-85c6ac1e9d45,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Fire,Medium,Resolved,2026-07-12T13:03:34.397121
372ea1ac-1cd5-4ca2-a489-4db23c9e0c0d,3dffd4a7-2fd1-4fba-941d-39ebad43d1b3,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Environmental,Low,Resolved,2026-07-12T13:03:34.397127
a7ae7b63-2e3e-46e5-b800-d0504531150e,fb47d6dd-ad86-4c6a-bf42-464a8cf74c72,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Odour issue,Fire,Medium,Pending,2026-07-12T13:03:34.397134
17abc466-f94c-4e39-882a-32cf6a0f6c9e,87df81be-a555-4623-9c6e-e3b7cb0cd69e,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Fire,High,Pending,2026-07-12T13:03:34.397141
bbe9de1d-67b4-4cda-9af2-413f6fe5a6d1,61ab336d-a723-460b-ba66-493a2eee2839,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Hygiene,Low,Pending,2026-07-12T13:03:34.397148
ac7311b7-16d5-4b56-ae58-1cedf86a13f4,7168cde3-2806-4373-b5e6-de796b9760e9,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Pollution complaint,Environmental,Low,Resolved,2026-07-12T13:03:34.397154
66a95102-e549-4d6a-896c-1939299304cd,d339bc32-1250-49b8-ab7d-594d84af44c1,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Hygiene,Low,Resolved,2026-07-12T13:03:34.397160
1fcc1ab1-a819-4096-ae0d-2c1768e15dd3,905e9316-e786-42e6-9af3-ea4d04e0395a,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Environmental,Low,Resolved,2026-07-12T13:03:34.397166
b6d30ebe-13fb-40ad-aeec-5a722e149305,86ba3ada-073f-4d83-b6d1-03ab7516bf67,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Hygiene,High,Resolved,2026-07-12T13:03:34.397173
53a4d98f-9e80-4322-bcbc-9dd24b8167ae,141695cc-26dc-4065-ba5e-bf33e6517de9,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Fire,High,Resolved,2026-07-12T13:03:34.397179
a791ec70-0700-402f-be24-68deb24254ad,a8fd1227-3bed-4f9f-84b9-b93340fb3349,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Hygiene,Medium,Pending,2026-07-12T13:03:34.397186
85342b4b-f031-4379-991a-31e2a0b878a7,9d31f0c7-a4df-487a-bd55-46ed9b65b039,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Environmental,High,Pending,2026-07-12T13:03:34.397192
300ef21d-a4be-42f9-868e-2db9bdb8341d,9b4f9c8d-d2c1-4476-a642-ef90d99625ab,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Hygiene,Low,Resolved,2026-07-12T13:03:34.397198
8baece00-acfe-4a84-a06f-62e1c5f995f3,21c371e0-deb4-4cc7-a229-f10b99231db2,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Fire,Low,Resolved,2026-07-12T13:03:34.397204
9dd3279d-c469-43c3-b879-c7d168cee4a3,fe580fde-6ca1-455d-84b3-8738b7cb95f0,718472ee-2192-4e7b-9d38-124525a57358,Odour issue,Fire,Medium,Pending,2026-07-12T13:03:34.397210
c5ffec9d-9fcb-4950-a66d-51c2d705a220,1a6beedc-754f-4b89-a721-5f81fc618706,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Hygiene,High,Pending,2026-07-12T13:03:34.397219
ced01bbc-c9a4-43ea-91cf-1869515bce20,219f356c-6303-45be-ad5d-66727cdcc8d6,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Fire,High,Pending,2026-07-12T13:03:34.397225
6a73d2f4-d540-4498-a142-258bc962c5dd,f7673abc-ef3a-4138-9c31-7314bd15f4f4,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Hygiene,Low,Pending,2026-07-12T13:03:34.397231
b81fed03-dbbc-45a9-999d-813502089ae3,5d41d8ec-7e26-4465-8969-d4a137922253,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Environmental,Low,Pending,2026-07-12T13:03:34.397237
6ca0fa7a-18ad-4bbe-a1f2-eea001412d57,86721e9a-305f-433e-8e28-37454ebaa05e,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Hygiene,Low,Resolved,2026-07-12T13:03:34.397244
1f1ed000-2149-4e95-bea2-14d93240a2d2,91c8a5ca-4c37-45a7-b065-0a660ea40ced,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Environmental,Low,Pending,2026-07-12T13:03:34.397250
b7a12504-ce1e-4a0e-82dd-cfbd06028e49,5dcb7ede-428b-4e34-aa19-5e94e89aa333,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Odour issue,Fire,High,Resolved,2026-07-12T13:03:34.397256
eff90e7d-2ba1-4697-a462-92d668949e7d,9b43e626-cd78-46d7-af5c-fba7506996f7,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Fire,Medium,Pending,2026-07-12T13:03:34.397265
c89ef721-6618-48a6-abd3-1f3f55597d8e,f9c0e3af-27f7-48d5-bae4-f249ae5af4c3,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Fire,Low,Pending,2026-07-12T13:03:34.397271
83584fdc-da26-4b7b-ae91-89a3f06a201a,9cff68af-4a24-4011-b941-b26da5b8f5b3,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Fire,Medium,Resolved,2026-07-12T13:03:34.397277
9c1c3dae-d722-4e75-9e49-c93ca19a0d0d,31c1a4f7-5fa0-4a4f-b8a7-16183d535c1c,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Hygiene,High,Resolved,2026-07-12T13:03:34.397283
96b440fd-bf93-4aac-bc7d-f3c3055b8e19,11a56dfd-331e-4138-97dc-574af8d46630,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Fire,Low,Pending,2026-07-12T13:03:34.397290
bdbb27e9-4b9e-44f0-bfaf-f0466dd71cff,b1c81636-de26-46d8-9f28-fc38eb3cb555,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Fire,Medium,Resolved,2026-07-12T13:03:34.397296
5cd695f3-4d4d-467a-b6fa-70e1a80c4937,23e795fa-a6b2-4dfd-85fe-b4633902d42d,718472ee-2192-4e7b-9d38-124525a57358,Odour issue,Fire,Low,Resolved,2026-07-12T13:03:34.397303
fc22728a-3004-40c9-b4c5-1877eef2468c,42df4d98-268c-477f-8d7d-3fc7cc749271,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Hygiene,High,Pending,2026-07-12T13:03:34.397309
56450062-56c0-4482-9018-0d7f171c9687,dcdfff34-bb57-4a37-ad45-64674c16edc9,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Environmental,Low,Resolved,2026-07-12T13:03:34.397315
1981d7bc-ebc8-4589-9b4b-d158a3abf5d9,dc5d4702-c2d4-42f1-8da8-f1b055b79dc7,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Fire,High,Resolved,2026-07-12T13:03:34.397322
6540f1c1-56e7-4868-994a-b38abdb6a313,9c8bf08a-71f4-4a48-b072-4e2760d562c7,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Hygiene,Low,Pending,2026-07-12T13:03:34.397328
c00c14cb-0ff7-4d39-9476-d8042c9eeba1,f33ac13b-ae3c-485c-b33e-b172ce7829e9,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Pollution complaint,Fire,High,Resolved,2026-07-12T13:03:34.397336
01d866f9-a97e-48dd-b24c-b384822fbd47,29e7c63e-64e9-4a73-beec-a17e4bf8b1db,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Hygiene,Low,Pending,2026-07-12T13:03:34.397343
8d0403eb-3ff3-4300-9b98-5bcb94d89bf2,3ed3aecc-558b-49f9-a05a-6547f85f55e7,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Environmental,Medium,Pending,2026-07-12T13:03:34.397349
1a510e7c-8f60-46b6-84b5-da8d2c6befd8,404f2ddb-0c98-40ff-9f37-4baf91c1c49f,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Environmental,High,Resolved,2026-07-12T13:03:34.397355
ca43b495-c77f-4433-ad14-8f8e97dd9b6d,8f42a945-f302-4431-b084-d68b25c44d9f,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Environmental,Medium,Pending,2026-07-12T13:03:34.397362
194650e8-360c-4013-9597-d2a82cc6a5c8,a8370cd2-43c0-41e3-aa3f-bf67ef8caf5a,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Environmental,Low,Pending,2026-07-12T13:03:34.397368
00206138-e35d-4b54-bedb-a86060a8ab99,9af62309-3f93-4832-9941-2a4bf9f4d9c5,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Hygiene,Low,Pending,2026-07-12T13:03:34.397375
d12e8d4c-8a4a-4823-9cc1-f3b9bf947a28,f7471f02-6a10-4546-81b1-2408e933d074,718472ee-2192-4e7b-9d38-124525a57358,Odour issue,Environmental,High,Pending,2026-07-12T13:03:34.397381
c376e31d-1f64-43b7-9948-e804afd7e65e,b48f0761-6f75-455c-9171-26ed6fabc38c,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Hygiene,Medium,Pending,2026-07-12T13:03:34.397389
123e09b7-302f-42b7-b3b5-8690d45b6093,7cd0741d-14cc-46e4-9cc6-f3706fa903e9,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Fire,Low,Resolved,2026-07-12T13:03:34.397397
3137f9ab-3337-4263-9844-26b6d136365f,49278e6c-14a5-4143-b8b2-48d894d2f424,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Environmental,Low,Resolved,2026-07-12T13:03:34.397403
530f5c5e-8d5a-4af8-b522-f404e1bc15c6,9eaa97e9-94bb-441a-a573-852225c1efb2,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Hygiene,High,Resolved,2026-07-12T13:03:34.397410
7045503c-b583-4cca-befa-f17254c568ac,9c1b5b89-d560-4504-b3ff-8e4b6334120c,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Fire,Medium,Resolved,2026-07-12T13:03:34.397416
9b5cb6e7-23dc-4e18-9fbc-d9053b143467,109c7ca2-bab4-4b60-a129-3fb419ed5f88,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Environmental,Low,Resolved,2026-07-12T13:03:34.397422
5e98d465-6b96-4723-8426-474999371b5a,26809920-ca8e-4431-b1a1-c73d3f686e18,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Hygiene,Low,Pending,2026-07-12T13:03:34.397428
7bbb10cd-9e0e-4509-acd8-cf715dd5c6ec,d0ac53d0-2c45-4e62-bec8-498fe83100ea,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Pollution complaint,Hygiene,Low,Resolved,2026-07-12T13:03:34.397435
6490b345-30a6-41e7-9e82-6b52767b4fb7,5de8dba3-b065-4412-80d0-45d554e63fc3,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Fire,High,Resolved,2026-07-12T13:03:34.397441
fcda41b4-2d7c-4f54-9193-c0a4cd4e92b7,d6206e97-c202-4d6f-9f32-7b50b2c8a5d6,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Hygiene,Low,Resolved,2026-07-12T13:03:34.397447
8f97f708-726c-4e03-9cc7-cc526029647c,33ec8293-b734-4550-a3d4-3c32591eaf51,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Hygiene,Low,Resolved,2026-07-12T13:03:34.397454
641fcd3d-75d5-4efe-b512-1c1047f9586f,5b0faa79-72f9-4c31-b41b-310e10509baf,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Environmental,High,Resolved,2026-07-12T13:03:34.397460
b43cfd0f-8bc1-4a13-aa0e-fe09ae12ce5e,046ad926-fa75-4f8e-a002-0dc8507c686e,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Odour issue,Fire,Low,Resolved,2026-07-12T13:03:34.397466
6386deeb-2285-4b8a-9926-0fc4e9dcf827,f29627ac-2945-4575-81ff-0d40462f2e88,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Environmental,High,Resolved,2026-07-12T13:03:34.397472
9972d708-c0d7-4d8d-9b18-193c83c66b0a,f7d59c86-dd92-4aa8-a859-6900880c7feb,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Safety violation,Hygiene,Medium,Pending,2026-07-12T13:03:34.397479
5503db2c-15c1-45b8-877d-da2f66a6914a,af30b69f-833e-4756-b8eb-a7a1eab9f6b4,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Fire,Medium,Pending,2026-07-12T13:03:34.397486
0d2d3e6b-eca4-4fde-a396-cabeec9c5c92,b0a5a374-fffe-4135-8472-a381ff385b6a,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Fire,Low,Pending,2026-07-12T13:03:34.397492
c5708023-cdb4-4cf2-b802-eacd51ea890b,438f3ce7-1a20-4a37-804c-27ecbfb5927c,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Fire,Medium,Pending,2026-07-12T13:03:34.397498
d9eb9030-31c5-4fff-9096-364eefb37861,22869450-79fd-4d4c-aedb-cf2efd8ca54b,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Safety violation,Hygiene,Medium,Resolved,2026-07-12T13:03:34.397504
8f630376-de0a-408c-b23d-7bf4e0886080,10524de7-8f95-4606-859e-5b72a49a2cb1,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Hygiene,High,Pending,2026-07-12T13:03:34.397510
c1ff623f-cfe3-47f7-a3ac-5ead19b664a1,a9e1ca67-8c66-4916-92c1-dc33bbe1995e,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Pollution complaint,Fire,High,Resolved,2026-07-12T13:03:34.397530
b52114d4-6c91-49f3-a18e-3f3b4f2bb0b7,c94b624c-31ab-47eb-986d-46cd6e28ea97,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Hygiene,Medium,Pending,2026-07-12T13:03:34.397537
811becfe-e72b-4804-a6ce-623de8661a9c,d3914338-4dad-4b4f-9bbc-43413164d654,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Pollution complaint,Environmental,High,Resolved,2026-07-12T13:03:34.397543
5e2245d3-ec3a-43ea-a14c-fffcbb9dea70,c923caf4-08f4-4005-a403-c1cc2fa99629,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Hygiene,Low,Resolved,2026-07-12T13:03:34.397549
2dd65267-8d81-42d6-96e4-f1fb03d49766,e1407548-dbb7-4d50-b6a0-7788657af6a2,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Fire,Medium,Pending,2026-07-12T13:03:34.397555
98705be8-6de6-4366-8abe-89fa726c0df7,229ec52a-9f25-417c-9479-68637fd4f0b0,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Hygiene,Low,Pending,2026-07-12T13:03:34.397562
e117e13c-a81c-42ae-8e04-85b2d66dd05b,bd3958cb-92f5-45ff-b384-553d041780e8,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Hygiene,Low,Resolved,2026-07-12T13:03:34.397570
78df634b-3a95-4c15-a56a-3ea3b541b89b,89a4ac51-2a0c-4c95-850a-87ab85a58613,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Hygiene,Medium,Resolved,2026-07-12T13:03:34.397577
915399fa-1605-403f-b81f-d534a3ada47e,fe336cd4-41e2-4a24-b36a-e79e7490d1ff,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Fire,High,Resolved,2026-07-12T13:03:34.397583
d720c776-6673-43ae-8df3-da7045a3450c,3fbe3435-d175-419e-b0aa-db9017b35fe2,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Hygiene,Medium,Resolved,2026-07-12T13:03:34.397589
691f3b69-3682-4556-8fde-a3dd265cbc4d,7fe7cec2-8d88-46ef-a4e0-6391d2f13692,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Environmental,Medium,Resolved,2026-07-12T13:03:34.397596
d4bd55bc-76da-4a3b-adc6-d98f8f7c97a4,eded3843-5011-4d47-b380-c49ef585fc16,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Fire,High,Pending,2026-07-12T13:03:34.397602
bfeec751-c8d7-4963-878e-f3cfe8259a85,89bae4cf-aa10-4fe2-b113-5158a0aa6136,718472ee-2192-4e7b-9d38-124525a57358,Odour issue,Environmental,Medium,Resolved,2026-07-12T13:03:34.397608
f298b87b-c191-4a26-bd83-8e22e9996c8a,4187b210-fb77-4b2c-9018-a63cbb224dbb,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Fire,Medium,Resolved,2026-07-12T13:03:34.397614
2cb1aaf7-169e-4353-a4e6-4867a443cabe,fbb84afc-b14f-44be-91a5-922c3fb991a0,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Environmental,High,Pending,2026-07-12T13:03:34.397620
fb82814f-0fff-45ed-8c59-119eb849dd36,c9f73da5-8947-4b71-be6c-b51e8bac7e70,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Hygiene,High,Resolved,2026-07-12T13:03:34.397627
51fbefad-84e4-4f26-80df-13416836c1da,64735d2d-57da-4458-ac8e-294337962405,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Environmental,Low,Resolved,2026-07-12T13:03:34.397633
e5037b1b-5e84-438e-bb76-fd221171a6e6,ea0b8dd3-6d35-4858-8c3f-ec956cc839a5,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Hygiene,Medium,Resolved,2026-07-12T13:03:34.397639
c73b11a5-3c91-4677-9376-ecb7e832358c,2c2d3481-e4f0-42a1-8a35-480b3111a82b,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Environmental,Medium,Pending,2026-07-12T13:03:34.397646
db1a7d79-a9eb-4c9c-8ab9-55a340efd416,aac9a59f-002c-43e8-9b48-c06221bc72c5,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Hygiene,Low,Pending,2026-07-12T13:03:34.397651
b7592ea7-fc38-4dbb-9645-7d32cb0af020,a6aa2911-cd67-46ef-826e-339f39e3521c,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Fire,High,Resolved,2026-07-12T13:03:34.397659
71e022af-562d-47e0-8828-2cac83737810,3e2ae4c1-378c-41c1-b8c6-8fa620df9207,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Environmental,Medium,Pending,2026-07-12T13:03:34.397666
0b203ca2-0933-4066-8819-5d99a8c0b318,3fa41512-6c39-495e-b1a7-d2859df3a6fd,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Environmental,Medium,Pending,2026-07-12T13:03:34.397672
23c301f7-fcdd-4269-92bf-ecb3e9b2b34d,d9e9eb8b-d7f5-4442-8a91-cdc5226a0380,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Hygiene,High,Pending,2026-07-12T13:03:34.397678
adbc14aa-cee4-4ab6-ba81-665a1b3dfcee,61fba0c0-bd70-43ff-95b2-ef23a5a7f219,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Safety violation,Fire,Low,Pending,2026-07-12T13:03:34.397684
ee42e727-86af-4520-b5c8-15d97c15b556,5d1452b8-9a87-4f1e-a1a5-b3fb6c6ed622,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Environmental,High,Resolved,2026-07-12T13:03:34.397691
ee2a1594-c50a-45a3-ab3c-942adf23fc4d,a85ce207-53f1-43bc-899f-91b3915c4838,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Environmental,Low,Resolved,2026-07-12T13:03:34.397697
6f19ccc8-873e-438a-b4b2-a95f2b11b7a8,7f3f630f-b028-44f2-9a7f-a1103873ed90,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Environmental,Low,Resolved,2026-07-12T13:03:34.397703
e8c0a492-47a1-4bf1-8ede-e14c4d7b6e51,69d09ce6-5fec-4172-85cc-3067927356fc,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Environmental,Medium,Resolved,2026-07-12T13:03:34.397710
8c3d7721-c688-4569-9c78-eba6732ae27a,5b22d5a3-2600-4389-8902-f9264c0bbcf9,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Hygiene,Low,Resolved,2026-07-12T13:03:34.397716
6bae1122-b5f2-42b8-b898-2918eb02758a,c39dec6f-3044-44a8-afe6-21fd47708016,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Environmental,High,Pending,2026-07-12T13:03:34.397722
c54fff6f-4810-44d9-bf8e-c649db216045,8d2ec2c4-2454-4b36-80f3-3a21e20d6a7f,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Environmental,Low,Pending,2026-07-12T13:03:34.397730
ba947488-0361-40a6-be90-2c1b3b8d1054,a8839e93-f0bb-4301-bc33-a1e920471965,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Hygiene,Medium,Resolved,2026-07-12T13:03:34.397737
771b1f27-2d5c-479d-aa63-40735e2df0d5,72165c80-ee33-4c37-9424-c7d0357309df,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Fire,Medium,Pending,2026-07-12T13:03:34.397743
9edb00ec-fb79-4fa9-bebf-9e69d4308c8b,d6393912-a8d1-47eb-995a-6eaf85936852,718472ee-2192-4e7b-9d38-124525a57358,Odour issue,Environmental,High,Resolved,2026-07-12T13:03:34.397749
f5e54da0-834b-4b35-b2c1-dc3e880b306f,c4d93844-a298-4257-acfa-24b4d2f2f831,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Fire,Low,Pending,2026-07-12T13:03:34.397755
4f3fa7ce-5b3f-4b84-b1c0-6b349484b05d,47debdef-9916-4aac-8355-e0e9d38a8e8d,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Fire,High,Resolved,2026-07-12T13:03:34.397763
bebf4c9e-a671-41cf-9d5f-f14ee83bad4a,b718e78e-5e98-4035-9d8f-d14f51e880c9,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Environmental,Low,Resolved,2026-07-12T13:03:34.397770
4e682faa-27b6-4d5c-b04c-71bfaa53b4e4,38988c16-2b2c-41cf-bf79-53db016ef933,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Fire,High,Resolved,2026-07-12T13:03:34.397776
de600741-b5e5-4bcb-aa71-b67def26eade,9bb7c0b6-2769-454d-9bf1-e22964ca8413,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Environmental,Low,Pending,2026-07-12T13:03:34.397784
f33035a1-fec2-400c-9649-49c76802bc9e,dc35db29-4cce-4e79-bc96-a1abbe00b7bd,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Odour issue,Hygiene,High,Resolved,2026-07-12T13:03:34.397790
62ddfeae-ba2a-439b-a34e-372e0df74be1,43c7853c-571d-4be9-865d-c573e2e47feb,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Fire,High,Pending,2026-07-12T13:03:34.397797
800e9e87-9ec2-406f-b02e-5b443bf12d8c,da4dfbd0-c530-4f8e-a139-2f272b3afb7b,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Fire,High,Resolved,2026-07-12T13:03:34.397803
d809bd27-04c9-4474-a0be-40d8db012e2c,b60f97c9-9f40-435d-bfb1-9988e9758923,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Environmental,Medium,Resolved,2026-07-12T13:03:34.397809
5636cb7b-eaba-4465-ba86-7685cf3c92f6,9eebbf1c-f7ae-465f-9b2d-c563e266c2fe,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Fire,High,Pending,2026-07-12T13:03:34.397815
f9802e3b-49cd-4365-a82b-bf62764c6a2e,2500091c-af45-4a78-bfa7-0ad12b092809,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Hygiene,Low,Resolved,2026-07-12T13:03:34.397822
ef3063e0-a0fd-4339-bf53-467fc7ed999c,b7ce735b-7ab2-4d27-be21-53d109b48b85,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Pollution complaint,Hygiene,High,Resolved,2026-07-12T13:03:34.397828
ed3dfa16-ebc5-4175-829f-e08ebf4f6fe3,6eabfba7-b096-4bc9-b809-1579b3f156a9,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Fire,Low,Resolved,2026-07-12T13:03:34.397834
8bc620e3-4d57-4945-bf9d-398cb9a6504a,9a6f9f34-f9a5-468d-bbc6-762f0b136a68,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Odour issue,Hygiene,High,Pending,2026-07-12T13:03:34.397840
a862c58b-633f-4a02-8857-8a60efcc7c1f,485cda97-2fe4-43ff-a7ae-5f56bd090615,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Fire,High,Pending,2026-07-12T13:03:34.397847
3422b82a-71c3-4017-a9f2-8f1bef5a7127,a67354a1-d7c9-4c36-9432-4e5ea4a15c90,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Environmental,High,Resolved,2026-07-12T13:03:34.397853
66ffac6e-0100-4bad-b480-2b5e233dfcdc,214fe0c4-32a9-4dbf-a018-5c3581adcefd,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Environmental,Medium,Resolved,2026-07-12T13:03:34.397859
99556100-dc6c-4ce5-b5b3-a3b6cd11ebd3,db8b6f54-cd1d-434d-bbd9-8514fd12fdee,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Hygiene,High,Resolved,2026-07-12T13:03:34.397866
68bb4b8e-bdb8-419b-8954-bb5823c7d1c0,79102a1a-15f5-44cc-91f6-020995438c29,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Hygiene,High,Pending,2026-07-12T13:03:34.397872
